Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[232]    0.0    0.00    0.02      34         lv_obj_set_y [232]
                0.00    0.02      34/34          lv_obj_set_style_y [233]
                0.00    0.00      34/163         lv_obj_get_local_style_prop [456]
-----------------------------------------------
                0.00    0.02      34/34          lv_obj_set_y [232]
[233]    0.0    0.00    0.02      34         lv_obj_set_style_y [233]
                0.00    0.02      34/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.02       1/1           _lv_demo_music_main_create [98]
[234]    0.0    0.00    0.02       1         create_icon_box [234]
                0.00    0.01       4/47          lv_img_create [124]
                0.00    0.00       1/29          lv_obj_create [138]
                0.00    0.00       1/3           lv_obj_set_flex_align [293]
                0.00    0.00       1/4           lv_obj_set_flex_flow [311]
                0.00    0.00       4/58          lv_img_set_src [270]
                0.00    0.00       1/29          lv_obj_set_height [246]
                0.00    0.00       1/161         lv_obj_remove_style [235]
-----------------------------------------------
                0.00    0.00       1/161         _lv_demo_music_list_create [62]
                0.00    0.00       1/161         create_icon_box [234]
                0.00    0.00       1/161         create_title_box [226]
                0.00    0.00       1/161         create_ctrl_box [147]
                0.00    0.00       1/161         create_spectrum_obj [277]
                0.00    0.00       1/161         create_handle [243]
                0.00    0.00       2/161         lv_disp_drv_register [222]
                0.00    0.00       3/161         create_cont [214]
                0.00    0.00       6/161         lv_obj_destructor [321]
                0.00    0.00      14/161         add_list_btn [64]
                0.00    0.01     130/161         lv_theme_apply [133]
[235]    0.0    0.00    0.02     161         lv_obj_remove_style [235]
                0.00    0.02      31/1131        lv_obj_refresh_style [61]
                0.00    0.00      81/2933        lv_mem_realloc [239]
                0.00    0.00     242/1071154     lv_obj_style_get_selector_state [54]
                0.00    0.00     242/1072058     lv_obj_style_get_selector_part [55]
                0.00    0.00       6/6           lv_style_reset [479]
                0.00    0.00       6/1991        lv_mem_free [280]
-----------------------------------------------
                0.00    0.00       3/20414       lv_obj_align_to [309]
                0.00    0.00       6/20414       scroll_area_into_view [330]
                0.00    0.00      20/20414       lv_slider_event <cycle 1> [213]
                0.00    0.00      47/20414       lv_img_constructor [317]
                0.00    0.00      67/20414       children_repos [269]
                0.00    0.00     100/20414       find_track_end [352]
                0.00    0.00     150/20414       draw_knob <cycle 1> [125]
                0.00    0.00     268/20414       lv_img_event <cycle 1> [113]
                0.00    0.00     276/20414       lv_img_set_zoom [78]
                0.00    0.00     317/20414       lv_obj_refr_pos [96]
                0.00    0.00     409/20414       calc_rows [209]
                0.00    0.00     553/20414       lv_obj_refr_size [45]
                0.00    0.00     619/20414       spectrum_draw_event_cb [31]
                0.00    0.00     776/20414       item_repos [142]
                0.00    0.00    1218/20414       lv_obj_get_scrollbar_area <cycle 1> [67]
                0.00    0.00    1243/20414       lv_obj_get_content_height [163]
                0.01    0.00    5474/20414       draw_img <cycle 1> [20]
                0.01    0.00    8868/20414       lv_obj_get_scroll_bottom <cycle 1> [69]
[236]    0.0    0.02    0.00   20414         lv_obj_get_height [236]
-----------------------------------------------
                0.00    0.00       1/12          auto_step_cb [130]
                0.01    0.00       5/12          track_load [141]
                0.01    0.00       6/12          _lv_demo_music_main_create [98]
[237]    0.0    0.01    0.00      12         lv_obj_fade_in [237]
                0.00    0.00      12/95          lv_anim_start [181]
                0.00    0.00      12/64          lv_anim_init [533]
-----------------------------------------------
                0.00    0.00     150/10859       draw_indic <cycle 1> [86]
                0.00    0.00     150/10859       draw_knob <cycle 1> [125]
                0.00    0.00     192/10859       draw_scrollbar <cycle 1> [85]
                0.02    0.00   10367/10859       lv_obj_draw <cycle 1> [21]
[238]    0.0    0.02    0.00   10859         lv_obj_draw_dsc_init [238]
-----------------------------------------------
                0.00    0.00       2/2933        lv_layout_register [497]
                0.00    0.00       6/2933        obj_del_core [283]
                0.00    0.00      24/2933        lv_obj_add_event_cb [445]
                0.00    0.00      81/2933        lv_obj_remove_style [235]
                0.00    0.00     104/2933        lv_obj_class_create_obj [338]
                0.00    0.00     126/2933        get_local_style [319]
                0.00    0.00     196/2933        lv_obj_add_style [128]
                0.00    0.00     586/2933        lv_style_set_prop [275]
                0.01    0.00    1808/2933        lv_mem_buf_get [90]
[239]    0.0    0.02    0.00    2933         lv_mem_realloc [239]
                0.00    0.00      24/1728        lv_mem_alloc [251]
                0.00    0.00      31/1991        lv_mem_free [280]
-----------------------------------------------
                0.02    0.00      32/32          lv_obj_set_state [229]
[240]    0.0    0.02    0.00      32         _lv_obj_style_state_compare [240]
                0.00    0.00     682/252280      lv_style_get_prop [71]
                0.00    0.00     124/1071154     lv_obj_style_get_selector_state [54]
-----------------------------------------------
                0.00    0.00       5/32          lv_anim_start [181]
                0.00    0.01      27/32          anim_timer [68]
[241]    0.0    0.00    0.02      32         _obj_set_x_anim_cb [241]
                0.00    0.02      32/62          lv_obj_set_x [186]
-----------------------------------------------
                0.00    0.01    5358/10722       lv_timer_handler [2]
                0.00    0.01    5364/10722       lv_timer_exec [3]
[242]    0.0    0.00    0.02   10722         lv_timer_time_remaining [242]
                0.01    0.01   10722/20784       lv_tick_elaps [187]
-----------------------------------------------
                0.00    0.02       1/1           _lv_demo_music_main_create [98]
[243]    0.0    0.00    0.02       1         create_handle [243]
                0.00    0.01       2/29          lv_obj_create [138]
                0.00    0.00       1/52          lv_label_create [121]
                0.00    0.00       2/21          lv_obj_set_size [212]
                0.00    0.00       1/3           lv_obj_set_flex_align [293]
                0.00    0.00       1/4           lv_obj_set_flex_flow [311]
                0.00    0.00       1/1           lv_obj_set_style_pad_row [427]
                0.00    0.00       1/9           lv_obj_set_style_text_font [302]
                0.00    0.00       1/6           lv_obj_set_style_bg_color [327]
                0.00    0.00       1/2           lv_obj_set_style_border_width [387]
                0.00    0.00       1/7           lv_obj_set_style_text_color [316]
                0.00    0.00       1/124         lv_label_set_text [154]
                0.00    0.00       1/161         lv_obj_remove_style [235]
-----------------------------------------------
                0.00    0.00       2/30          lv_obj_align_to [309]
                0.00    0.02      28/30          lv_obj_align [161]
[244]    0.0    0.00    0.02      30         lv_obj_set_style_align [244]
                0.00    0.02      30/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.02      75/75          calc [156]
[245]    0.0    0.00    0.02      75         calc_cols [245]
                0.00    0.01     822/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00      75/5573        lv_obj_get_content_width [95]
                0.00    0.00     420/1528        lv_obj_get_child [347]
                0.00    0.00     150/57116       lv_mem_buf_get [90]
                0.00    0.00     504/50120       lv_obj_get_child_cnt [155]
                0.00    0.00      75/150         count_tracks [403]
                0.00    0.00     420/36651       lv_obj_has_flag_any [196]
                0.00    0.00     168/24918       lv_obj_get_width [223]
-----------------------------------------------
                0.00    0.00       1/29          create_icon_box [234]
                0.00    0.00       1/29          create_spectrum_obj [277]
                0.00    0.00       2/29          create_title_box [226]
                0.00    0.00       2/29          create_ctrl_box [147]
                0.00    0.00       2/29          refr_img [384]
                0.00    0.01      21/29          lv_obj_set_size [212]
[246]    0.0    0.00    0.02      29         lv_obj_set_height [246]
                0.00    0.02      28/28          lv_obj_set_style_height [247]
                0.00    0.00      29/163         lv_obj_get_local_style_prop [456]
-----------------------------------------------
                0.00    0.02      28/28          lv_obj_set_height [246]
[247]    0.0    0.00    0.02      28         lv_obj_set_style_height [247]
                0.00    0.02      28/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/10          _lv_demo_music_pause [346]
                0.00    0.00       4/10          lv_obj_event <cycle 1> [65]
                0.00    0.00       5/10          _lv_demo_music_list_btn_check [227]
[248]    0.0    0.01    0.01      10         lv_obj_clear_state [248]
                0.00    0.01      10/32          lv_obj_set_state [229]
-----------------------------------------------
                0.00    0.00       2/6790        lv_slider_constructor [463]
                0.00    0.00     164/6790        style_init [258]
                0.01    0.01    6624/6790        lv_obj_get_scrollbar_area <cycle 1> [67]
[249]    0.0    0.01    0.01    6790         lv_disp_get_dpi [249]
                0.01    0.00    6630/19605       lv_disp_get_default [211]
-----------------------------------------------
                0.00    0.00      16/10513       flex_update [160]
                0.00    0.00      75/10513       grid_update [99]
                0.00    0.00     317/10513       lv_obj_move_to [111]
                0.00    0.00    1236/10513       lv_obj_scroll_to_x [265]
                0.01    0.00    8869/10513       lv_obj_get_scroll_right <cycle 1> [63]
[250]    0.0    0.02    0.00   10513         lv_obj_get_scroll_x [250]
-----------------------------------------------
                0.00    0.00       1/1728        lv_gradient_set_cache_size [391]
                0.00    0.00       1/1728        lv_disp_drv_register [222]
                0.00    0.00       1/1728        lv_theme_default_init [257]
                0.00    0.00      12/1728        lv_style_remove_prop [344]
                0.00    0.00      24/1728        lv_mem_realloc [239]
                0.00    0.00      87/1728        lv_obj_allocate_spec_attr [420]
                0.00    0.00     102/1728        _lv_ll_ins_head [378]
                0.00    0.00     124/1728        lv_label_set_text [154]
                0.00    0.00     126/1728        get_local_style [319]
                0.00    0.00     130/1728        allocate_item [314]
                0.00    0.00     156/1728        lv_obj_class_create_obj [338]
                0.00    0.00     187/1728        _lv_txt_set_text_vfmt [201]
                0.00    0.00     188/1728        lv_style_set_prop [275]
                0.00    0.00     589/1728        circ_calc_aa4 [204]
[251]    0.0    0.01    0.00    1728         lv_mem_alloc [251]
-----------------------------------------------
                0.00    0.00       3/24          _lv_demo_music_resume [308]
                0.00    0.00       4/24          lv_obj_event <cycle 1> [65]
                0.00    0.00       6/24          _lv_demo_music_list_btn_check [227]
                0.00    0.01      11/24          add_list_btn [64]
[252]    0.0    0.00    0.01      24         lv_obj_add_state [252]
                0.00    0.01      22/32          lv_obj_set_state [229]
-----------------------------------------------
                0.00    0.01    4512/4512        draw_cleanup [224]
[253]    0.0    0.00    0.01    4512         lv_img_decoder_close [253]
                0.01    0.00    4512/4512        lv_img_decoder_built_in_close [274]
-----------------------------------------------
                0.00    0.00       1/40          lv_bar_constructor [442]
                0.00    0.00       6/40          track_load [141]
                0.00    0.01      33/40          timer_cb [194]
[254]    0.0    0.00    0.01      40         lv_bar_set_value [254]
                0.00    0.01      35/35          lv_bar_set_value_with_anim [255]
-----------------------------------------------
                0.00    0.01      35/35          lv_bar_set_value [254]
[255]    0.0    0.00    0.01      35         lv_bar_set_value_with_anim [255]
                0.00    0.01      33/95          lv_anim_start [181]
                0.00    0.00      33/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00      33/2857        lv_anim_del [281]
                0.00    0.00       2/5718        lv_obj_invalidate [101]
                0.00    0.00      33/64          lv_anim_init [533]
-----------------------------------------------
                0.00    0.01     150/150         draw_knob <cycle 1> [125]
[256]    0.0    0.00    0.01     150         position_knob [256]
                0.00    0.01     900/406245      lv_obj_get_style_prop <cycle 2> [29]
-----------------------------------------------
                0.00    0.01       1/1           lv_disp_drv_register [222]
[257]    0.0    0.00    0.01       1         lv_theme_default_init [257]
                0.00    0.01       1/1           style_init [258]
                0.00    0.00       1/131         lv_disp_get_theme [312]
                0.00    0.00       1/1728        lv_mem_alloc [251]
                0.00    0.00       2/19605       lv_disp_get_default [211]
                0.00    0.00       2/30065       lv_disp_get_hor_res [184]
                0.00    0.00       1/2           lv_theme_default_is_inited [543]
-----------------------------------------------
                0.00    0.01       1/1           lv_theme_default_init [257]
[258]    0.0    0.00    0.01       1         style_init [258]
                0.01    0.00       2/2           lv_style_transition_dsc_init [282]
                0.00    0.00     164/6790        lv_disp_get_dpi [249]
                0.00    0.00      25/25          lv_style_set_pad_left [449]
                0.00    0.00      23/25          lv_style_set_pad_right [450]
                0.00    0.00      23/23          lv_style_set_pad_top [454]
                0.00    0.00      23/23          lv_style_set_pad_bottom [453]
                0.00    0.00      22/26          lv_style_set_bg_opa [448]
                0.00    0.00      20/20          lv_style_set_pad_column [458]
                0.00    0.00      20/23          lv_style_set_bg_color [452]
                0.00    0.00      17/17          lv_style_set_pad_row [459]
                0.00    0.00      14/15          lv_style_set_radius [461]
                0.00    0.00      14/17          lv_style_set_text_color [460]
                0.00    0.00       9/9           lv_style_set_border_color [465]
                0.00    0.00       9/9           lv_style_set_border_width [466]
                0.00    0.00       7/7           lv_style_set_border_side [468]
                0.00    0.00       7/1651        lv_palette_main [264]
                0.00    0.00       5/6           lv_style_set_width [469]
                0.00    0.00       5/5           lv_style_set_line_color [470]
                0.00    0.00       5/5           lv_style_set_line_width [471]
                0.00    0.00       4/4           lv_style_set_clip_corner [472]
                0.00    0.00       4/4           lv_style_set_height [473]
                0.00    0.00       3/3           lv_style_set_transition [478]
                0.00    0.00       3/3           lv_style_set_border_post [476]
                0.00    0.00       3/3           lv_style_set_shadow_width [477]
                0.00    0.00       3/3           lv_style_set_anim_time [475]
                0.00    0.00       2/2           lv_style_set_outline_color [485]
                0.00    0.00       2/2           lv_style_set_outline_width [488]
                0.00    0.00       2/2           lv_style_set_outline_pad [487]
                0.00    0.00       2/2           lv_style_set_outline_opa [486]
                0.00    0.00       2/2           lv_style_set_shadow_color [489]
                0.00    0.00       2/2           lv_style_set_shadow_opa [490]
                0.00    0.00       2/2           lv_style_set_color_filter_dsc [483]
                0.00    0.00       2/2           lv_style_set_color_filter_opa [484]
                0.00    0.00       2/2           lv_style_set_transform_width [491]
                0.00    0.00       2/2           lv_style_set_arc_color [480]
                0.00    0.00       2/2           lv_style_set_arc_width [481]
                0.00    0.00       2/2           lv_style_set_border_opa [482]
                0.00    0.00       1/1           lv_style_set_shadow_ofs_y [509]
                0.00    0.00       1/1           lv_style_set_text_line_space [512]
                0.00    0.00       1/1           lv_style_set_text_align [511]
                0.00    0.00       1/1           lv_style_set_transform_height [514]
                0.00    0.00       1/1           lv_style_set_arc_rounded [499]
                0.00    0.00       1/1           lv_style_set_max_height [507]
                0.00    0.00       1/1           lv_style_set_bg_img_src [501]
                0.00    0.00       1/4           lv_style_set_text_font [474]
                0.00    0.00       1/1           lv_style_set_max_width [508]
                0.00    0.00       1/1           lv_style_set_bg_grad_color [500]
                0.00    0.00       1/1           lv_style_set_shadow_spread [510]
                0.00    0.00      71/71          style_init_reset [531]
                0.00    0.00       3/3           lv_palette_lighten [541]
                0.00    0.00       1/1           lv_palette_darken [554]
-----------------------------------------------
                                1825             lv_obj_event_base <cycle 1> [92]
[259]    0.0    0.01    0.00    1825         lv_bar_event <cycle 1> [259]
                0.00    0.00    1825/194280      lv_event_get_code [103]
                0.00    0.00    1825/84843       lv_event_get_target [136]
                0.00    0.00      10/844         lv_obj_calculate_ext_draw_size [158]
                0.00    0.00      40/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00      10/41130       lv_event_get_param [162]
                                1825             lv_obj_event_base <cycle 1> [92]
                                 150             draw_indic <cycle 1> [86]
-----------------------------------------------
                0.00    0.00       4/10665       lv_obj_scroll_by [313]
                0.00    0.00      15/10665       scroll_y_anim [298]
                0.00    0.00      16/10665       flex_update [160]
                0.00    0.00      75/10665       grid_update [99]
                0.00    0.00     317/10665       lv_obj_move_to [111]
                0.00    0.00    1370/10665       lv_obj_scroll_to_y [287]
                0.01    0.00    8868/10665       lv_obj_get_scroll_bottom <cycle 1> [69]
[260]    0.0    0.01    0.00   10665         lv_obj_get_scroll_y [260]
-----------------------------------------------
                                                 <spontaneous>
[261]    0.0    0.01    0.00                 lv_style_is_empty [261]
-----------------------------------------------
                0.00    0.00     262/8178        draw_indic <cycle 1> [86]
                0.01    0.00    7916/8178        draw_bg [14]
[262]    0.0    0.01    0.00    8178         lv_draw_mask_free_param [262]
-----------------------------------------------
                0.01    0.00    3623/3623        _lv_area_is_point_on [149]
[263]    0.0    0.01    0.00    3623         lv_point_within_circle [263]
-----------------------------------------------
                0.00    0.00       2/1651        lv_disp_drv_register [222]
                0.00    0.00       7/1651        style_init [258]
                0.01    0.00    1642/1651        lv_draw_label_dsc_init [217]
[264]    0.0    0.01    0.00    1651         lv_palette_main [264]
-----------------------------------------------
                0.00    0.00     545/1236        calc_content_width [83]
                0.00    0.00     691/1236        lv_obj_scroll_to [268]
[265]    0.0    0.01    0.01    1236         lv_obj_scroll_to_x [265]
                0.00    0.00    1236/2857        lv_anim_del [281]
                0.00    0.00    1236/10513       lv_obj_get_scroll_x [250]
                0.00    0.00    1236/2606        lv_obj_scroll_by_bounded [359]
-----------------------------------------------
                0.00    0.00      88/31447       _lv_ll_remove [443]
                0.00    0.00    2340/31447       anim_timer [68]
                0.00    0.00   12357/31447       lv_anim_del [281]
                0.01    0.00   16662/31447       lv_timer_handler [2]
[266]    0.0    0.01    0.00   31447         _lv_ll_get_next [266]
-----------------------------------------------
                0.00    0.00      20/268         lv_anim_start [181]
                0.00    0.01     248/268         anim_timer [68]
[267]    0.0    0.00    0.01     268         start_anim_cb [267]
                0.00    0.01     268/5718        lv_obj_invalidate [101]
-----------------------------------------------
                0.00    0.01     691/691         lv_obj_refr_size [45]
[268]    0.0    0.00    0.01     691         lv_obj_scroll_to [268]
                0.00    0.00     691/1236        lv_obj_scroll_to_x [265]
                0.00    0.00     691/1370        lv_obj_scroll_to_y [287]
-----------------------------------------------
                0.00    0.01      16/16          flex_update [160]
[269]    0.0    0.00    0.01      16         children_repos [269]
                0.00    0.00     100/5718        lv_obj_invalidate [101]
                0.00    0.00     217/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00      67/67          get_next_item [404]
                0.00    0.00      50/286         lv_obj_move_children_by [318]
                0.00    0.00      67/20414       lv_obj_get_height [236]
                0.00    0.00      67/24918       lv_obj_get_width [223]
                0.00    0.00      67/36651       lv_obj_has_flag_any [196]
                0.00    0.00      16/1528        lv_obj_get_child [347]
                0.00    0.00      67/67          lv_area_get_height [532]
                0.00    0.00      39/39          lv_area_get_width [534]
                0.00    0.00      16/28          place_content [535]
-----------------------------------------------
                0.00    0.00       1/58          _lv_demo_music_main_create [98]
                0.00    0.00       4/58          create_wave_images [230]
                0.00    0.00       4/58          create_icon_box [234]
                0.00    0.00       4/58          create_ctrl_box [147]
                0.00    0.00       6/58          album_img_create [199]
                0.00    0.00      11/58          _lv_demo_music_list_btn_check [227]
                0.00    0.00      28/58          add_list_btn [64]
[270]    0.0    0.00    0.01      58         lv_img_set_src [270]
                0.00    0.00     116/5718        lv_obj_invalidate [101]
                0.00    0.00      58/1020        lv_obj_refresh_self_size [180]
                0.00    0.00      58/1091        lv_img_decoder_get_info [225]
                0.00    0.00      58/11552       lv_img_src_get_type [216]
-----------------------------------------------
                0.00    0.00       6/8625        scroll_area_into_view [330]
                0.01    0.00    8619/8625        lv_obj_get_scrollbar_area <cycle 1> [67]
[271]    0.0    0.01    0.00    8625         lv_obj_get_scroll_dir [271]
-----------------------------------------------
                0.01    0.00    4512/4512        lv_img_decoder_open [131]
[272]    0.0    0.01    0.00    4512         lv_img_decoder_built_in_open [272]
-----------------------------------------------
                0.01    0.00    2396/2396        lv_draw_mask_radius [89]
[273]    0.0    0.01    0.00    2396         get_next_line [273]
-----------------------------------------------
                0.01    0.00    4512/4512        lv_img_decoder_close [253]
[274]    0.0    0.01    0.00    4512         lv_img_decoder_built_in_close [274]
-----------------------------------------------
                0.00    0.00       1/1093        lv_style_set_grid_row_dsc_array [504]
                0.00    0.00       1/1093        lv_style_set_grid_column_dsc_array [502]
                0.00    0.00       1/1093        lv_style_set_grid_row_align [503]
                0.00    0.00       1/1093        lv_style_set_max_width [508]
                0.00    0.00       1/1093        lv_style_set_max_height [507]
                0.00    0.00       1/1093        lv_style_set_transform_height [514]
                0.00    0.00       1/1093        lv_style_set_bg_grad_color [500]
                0.00    0.00       1/1093        lv_style_set_bg_img_src [501]
                0.00    0.00       1/1093        lv_style_set_shadow_ofs_y [509]
                0.00    0.00       1/1093        lv_style_set_shadow_spread [510]
                0.00    0.00       1/1093        lv_style_set_img_opa [505]
                0.00    0.00       1/1093        lv_style_set_arc_rounded [499]
                0.00    0.00       1/1093        lv_style_set_text_opa [513]
                0.00    0.00       1/1093        lv_style_set_text_line_space [512]
                0.00    0.00       1/1093        lv_style_set_text_align [511]
                0.00    0.00       1/1093        lv_style_set_layout [506]
                0.00    0.00       2/1093        lv_style_set_transform_width [491]
                0.00    0.00       2/1093        lv_style_set_border_opa [482]
                0.00    0.00       2/1093        lv_style_set_outline_width [488]
                0.00    0.00       2/1093        lv_style_set_outline_color [485]
                0.00    0.00       2/1093        lv_style_set_outline_opa [486]
                0.00    0.00       2/1093        lv_style_set_outline_pad [487]
                0.00    0.00       2/1093        lv_style_set_shadow_color [489]
                0.00    0.00       2/1093        lv_style_set_shadow_opa [490]
                0.00    0.00       2/1093        lv_style_set_arc_width [481]
                0.00    0.00       2/1093        lv_style_set_arc_color [480]
                0.00    0.00       2/1093        lv_style_set_color_filter_dsc [483]
                0.00    0.00       2/1093        lv_style_set_color_filter_opa [484]
                0.00    0.00       3/1093        lv_style_set_border_post [476]
                0.00    0.00       3/1093        lv_style_set_shadow_width [477]
                0.00    0.00       3/1093        lv_style_set_anim_time [475]
                0.00    0.00       3/1093        lv_style_set_transition [478]
                0.00    0.00       4/1093        lv_style_set_height [473]
                0.00    0.00       4/1093        lv_style_set_text_font [474]
                0.00    0.00       4/1093        lv_style_set_clip_corner [472]
                0.00    0.00       5/1093        lv_style_set_line_width [471]
                0.00    0.00       5/1093        lv_style_set_line_color [470]
                0.00    0.00       6/1093        lv_style_set_width [469]
                0.00    0.00       7/1093        lv_style_set_border_side [468]
                0.00    0.00       9/1093        lv_style_set_border_color [465]
                0.00    0.00       9/1093        lv_style_set_border_width [466]
                0.00    0.00      15/1093        lv_style_set_radius [461]
                0.00    0.00      17/1093        lv_style_set_pad_row [459]
                0.00    0.00      17/1093        lv_style_set_text_color [460]
                0.00    0.00      20/1093        lv_style_set_pad_column [458]
                0.00    0.00      23/1093        lv_style_set_pad_top [454]
                0.00    0.00      23/1093        lv_style_set_pad_bottom [453]
                0.00    0.00      23/1093        lv_style_set_bg_color [452]
                0.00    0.00      25/1093        lv_style_set_pad_left [449]
                0.00    0.00      25/1093        lv_style_set_pad_right [450]
                0.00    0.00      26/1093        lv_style_set_bg_opa [448]
                0.00    0.00     774/1093        lv_obj_set_local_style_prop [70]
[275]    0.0    0.00    0.01    1093         lv_style_set_prop [275]
                0.00    0.00     586/2933        lv_mem_realloc [239]
                0.00    0.00     188/1728        lv_mem_alloc [251]
                0.00    0.00     979/562834      _lv_style_get_prop_group [66]
-----------------------------------------------
                0.01    0.00     836/836         _lv_disp_refr_timer [4]
[276]    0.0    0.01    0.00     836         lv_mem_buf_free_all [276]
                0.00    0.00     845/1991        lv_mem_free [280]
-----------------------------------------------
                0.00    0.01       1/1           _lv_demo_music_main_create [98]
[277]    0.0    0.00    0.01       1         create_spectrum_obj [277]
                0.00    0.00       1/6           album_img_create [199]
                0.00    0.00       1/29          lv_obj_create [138]
                0.00    0.00       1/29          lv_obj_set_height [246]
                0.00    0.00       1/67747       lv_obj_refresh_ext_draw_size <cycle 1> [208]
                0.00    0.00       1/161         lv_obj_remove_style [235]
                0.00    0.00       1/117         lv_obj_clear_flag [297]
                0.00    0.00       1/24          lv_obj_add_event_cb [445]
-----------------------------------------------
                                8869             lv_obj_get_scroll_right <cycle 1> [63]
                0.01    0.24     545/67747       calc_content_width [83]
[278]    0.0    0.01    0.00    9414         lv_obj_get_self_width <cycle 1> [278]
                                9414             lv_event_send <cycle 1> [108]
-----------------------------------------------
                0.00    0.01     774/774         _vsnprintf [228]
[279]    0.0    0.00    0.01     774         _ntoa_long [279]
                0.01    0.00     774/774         _ntoa_format [295]
-----------------------------------------------
                0.00    0.00       1/1991        lv_gradient_set_cache_size [391]
                0.00    0.00       1/1991        lv_timer_del [515]
                0.00    0.00       6/1991        lv_obj_remove_style [235]
                0.00    0.00       6/1991        obj_del_core [283]
                0.00    0.00       6/1991        lv_style_reset [479]
                0.00    0.00       8/1991        lv_anim_del [281]
                0.00    0.00      10/1991        lv_obj_destructor [321]
                0.00    0.00      12/1991        lv_style_remove_prop [344]
                0.00    0.00      31/1991        lv_mem_realloc [239]
                0.00    0.00      72/1991        lv_label_set_text [154]
                0.00    0.00      87/1991        anim_ready_handler [192]
                0.00    0.00     130/1991        lv_gradient_cleanup [377]
                0.00    0.00     187/1991        lv_label_set_text_fmt [127]
                0.00    0.00     589/1991        _lv_draw_mask_cleanup [300]
                0.00    0.00     845/1991        lv_mem_buf_free_all [276]
[280]    0.0    0.01    0.00    1991         lv_mem_free [280]
-----------------------------------------------
                0.00    0.00       1/2857        _lv_demo_music_pause [346]
                0.00    0.00       6/2857        lv_obj_destructor [321]
                0.00    0.00      12/2857        scroll_area_into_view [330]
                0.00    0.00      33/2857        lv_bar_set_value_with_anim [255]
                0.00    0.00      95/2857        lv_anim_start [181]
                0.00    0.00     104/2857        lv_label_set_long_mode [218]
                0.00    0.00    1236/2857        lv_obj_scroll_to_x [265]
                0.00    0.00    1370/2857        lv_obj_scroll_to_y [287]
[281]    0.0    0.00    0.01    2857         lv_anim_del [281]
                0.00    0.00   12357/31447       _lv_ll_get_next [266]
                0.00    0.00    2857/33936       _lv_ll_get_head [203]
                0.00    0.00       8/1991        lv_mem_free [280]
                0.00    0.00       8/96          _lv_ll_remove [443]
                0.00    0.00       8/191         anim_mark_list_change [455]
-----------------------------------------------
                0.01    0.00       2/2           style_init [258]
[282]    0.0    0.01    0.00       2         lv_style_transition_dsc_init [282]
-----------------------------------------------
                0.00    0.01       6/6           lv_obj_del [206]
[283]    0.0    0.00    0.01       6         obj_del_core [283]
                0.00    0.00       6/6           _lv_obj_destruct [322]
                0.00    0.00       6/67747       lv_event_send <cycle 1> [108]
                0.00    0.00       6/12          lv_obj_get_group [323]
                0.00    0.00       6/57          lv_obj_get_index [418]
                0.00    0.00       6/2933        lv_mem_realloc [239]
                0.00    0.00       6/1991        lv_mem_free [280]
                0.00    0.00       6/8625        lv_indev_get_next [231]
                0.00    0.00       6/1528        lv_obj_get_child [347]
-----------------------------------------------
                0.00    0.00       2/7029        _lv_demo_music_main_create [98]
                0.00    0.00       3/7029        lv_demo_music [57]
                0.00    0.00     720/7029        lv_refr_area_part [7]
                0.01    0.00    6304/7029        lv_obj_area_is_visible [120]
[284]    0.0    0.01    0.00    7029         lv_disp_get_scr_act [284]
-----------------------------------------------
                0.00    0.00       2/11382       lv_obj_align_to [309]
                0.00    0.00     126/11382       lv_obj_constructor [303]
                0.00    0.00     249/11382       lv_obj_readjust_scroll [93]
                0.00    0.00     761/11382       lv_obj_refr_size [45]
                0.00    0.00    1625/11382       draw_main [36]
                0.01    0.00    8619/11382       lv_obj_get_scrollbar_area <cycle 1> [67]
[285]    0.0    0.01    0.00   11382         lv_obj_get_scroll_top [285]
-----------------------------------------------
                0.00    0.00       4/10174       lv_obj_event <cycle 1> [65]
                0.01    0.00   10170/10174       lv_obj_get_scrollbar_area <cycle 1> [67]
[286]    0.0    0.01    0.00   10174         lv_obj_get_scrollbar_mode [286]
-----------------------------------------------
                0.00    0.00     679/1370        calc_content_height [77]
                0.00    0.00     691/1370        lv_obj_scroll_to [268]
[287]    0.0    0.00    0.01    1370         lv_obj_scroll_to_y [287]
                0.00    0.00    1370/2857        lv_anim_del [281]
                0.00    0.00    1370/10665       lv_obj_get_scroll_y [260]
                0.00    0.00    1370/2606        lv_obj_scroll_by_bounded [359]
-----------------------------------------------
                                                 <spontaneous>
[288]    0.0    0.01    0.00                 lv_obj_set_style_base_dir [288]
-----------------------------------------------
                0.01    0.00     242/242         lv_draw_sw_img_decoded [19]
[289]    0.0    0.01    0.00     242         _lv_img_buf_transform_init [289]
                0.00    0.00     968/121054      lv_trigo_sin [107]
                0.00    0.00     242/4754        lv_img_cf_has_alpha [307]
                0.00    0.00     242/4754        lv_img_cf_is_chroma_keyed [315]
-----------------------------------------------
