Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.03    0.00   26228/400660      lv_refr_obj [10]
                0.16    0.00  155042/400660      lv_draw_sw_blend_basic [15]
                0.16    0.00  156109/400660      lv_draw_sw_blend [13]
[72]     0.7    0.40    0.00  400660         _lv_area_intersect [72]
-----------------------------------------------
                0.39    0.00  229828/229828      lv_draw_mask_line [50]
[73]     0.6    0.39    0.00  229828         line_mask_steep [73]
-----------------------------------------------
                0.01    0.00   12414/333458      lv_font_get_bitmap_fmt_txt [190]
                0.35    0.00  321044/333458      lv_font_get_glyph_dsc_fmt_txt [56]
[74]     0.6    0.37    0.00  333458         get_glyph_dsc_id [74]
-----------------------------------------------
                0.00    0.02      52/882         lv_label_set_long_mode [218]
                0.00    0.05     124/882         lv_label_set_text [154]
                0.00    0.08     187/882         lv_label_set_text_fmt [127]
                0.00    0.21     519/882         lv_label_event <cycle 1> [30]
[75]     0.6    0.00    0.36     882         lv_label_refr_text [75]
                0.01    0.20     830/5244        lv_txt_get_size [47]
                0.00    0.05     830/2840        lv_obj_get_content_coords [104]
                0.01    0.03    3320/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.03     830/1020        lv_obj_refresh_self_size [180]
                0.00    0.03     830/5718        lv_obj_invalidate [101]
-----------------------------------------------
                0.36    0.00  356006/356006      lv_obj_get_style_prop <cycle 2> [29]
[76]     0.6    0.36    0.00  356006         lv_style_prop_get_default [76]
-----------------------------------------------
                0.00    0.35     679/679         lv_obj_refr_size [45]
[77]     0.6    0.00    0.35     679         calc_content_height [77]
                0.02    0.29     679/67747       lv_obj_get_self_height <cycle 1> [197]
                0.00    0.02    2037/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.01     484/1594        lv_obj_is_layout_positioned [215]
                0.00    0.00     679/1370        lv_obj_scroll_to_y [287]
                0.00    0.00     679/50120       lv_obj_get_child_cnt [155]
                0.00    0.00     484/36651       lv_obj_has_flag_any [196]
-----------------------------------------------
                0.00    0.00       1/342         _lv_demo_music_pause [346]
                0.00    0.08      80/342         _img_set_zoom_anim_cb [137]
                0.01    0.26     261/342         spectrum_anim_cb [84]
[78]     0.6    0.01    0.34     342         lv_img_set_zoom [78]
                0.00    0.18     276/2794        lv_obj_update_layout [42]
                0.01    0.12     276/67747       lv_obj_refresh_ext_draw_size <cycle 1> [208]
                0.00    0.02     552/6304        lv_obj_invalidate_area [102]
                0.00    0.01     552/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00     552/9267        _lv_img_buf_get_transformed_area [193]
                0.00    0.00     276/20414       lv_obj_get_height [236]
                0.00    0.00     276/24918       lv_obj_get_width [223]
-----------------------------------------------
                0.00    0.00       1/130         lv_imgbtn_create [329]
                0.00    0.00       1/130         lv_slider_create [341]
                0.00    0.08      29/130         lv_obj_create [138]
                0.00    0.12      47/130         lv_img_create [124]
                0.00    0.14      52/130         lv_label_create [121]
[79]     0.6    0.00    0.34     130         lv_obj_class_init_obj [79]
                0.01    0.11     252/67747       lv_event_send <cycle 1> [108]
                0.00    0.08     130/130         lv_theme_apply [133]
                0.00    0.07     130/1131        lv_obj_refresh_style [61]
                0.00    0.06     130/130         lv_obj_construct [150]
                0.00    0.00     130/1020        lv_obj_refresh_self_size [180]
                0.00    0.00     126/5718        lv_obj_invalidate [101]
                0.00    0.00     130/3161        lv_obj_mark_layout_as_dirty [195]
                0.00    0.00     130/282178      lv_obj_get_parent [97]
                0.00    0.00     260/272         lv_obj_enable_style_refresh [526]
                0.00    0.00     130/130         lv_group_get_default [530]
-----------------------------------------------
                0.04    0.28   18118/18118       lv_draw_sw_rect [12]
[80]     0.5    0.04    0.28   18118         draw_bg_img [80]
                0.00    0.27     144/4609        lv_draw_img [16]
                0.00    0.00     144/1091        lv_img_decoder_get_info [225]
                0.00    0.00     144/3170        lv_draw_img_dsc_init [294]
                0.00    0.00     144/11552       lv_img_src_get_type [216]
-----------------------------------------------
                0.00    0.00    2191/312141      lv_draw_sw_img_decoded [19]
                0.01    0.00   12414/312141      draw_letter_normal [41]
                0.14    0.00  142494/312141      fill_normal [25]
                0.15    0.00  155042/312141      lv_draw_sw_blend_basic [15]
[81]     0.5    0.30    0.00  312141         _lv_refr_get_disp_refreshing [81]
-----------------------------------------------
                0.30    0.00  203966/203966      lv_draw_mask_line [50]
[82]     0.5    0.30    0.00  203966         line_mask_flat [82]
-----------------------------------------------
                0.00    0.28     545/545         lv_obj_refr_size [45]
[83]     0.5    0.00    0.28     545         calc_content_width [83]
                0.01    0.24     545/67747       lv_obj_get_self_width <cycle 1> [278]
                0.00    0.02    2180/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00     545/1236        lv_obj_scroll_to_x [265]
                0.00    0.00     545/50120       lv_obj_get_child_cnt [155]
-----------------------------------------------
                0.00    0.00       3/261         lv_anim_start [181]
                0.00    0.27     258/261         anim_timer [68]
[84]     0.5    0.00    0.27     261         spectrum_anim_cb [84]
                0.01    0.26     261/342         lv_img_set_zoom [78]
                0.00    0.01     261/5718        lv_obj_invalidate [101]
-----------------------------------------------
                               10597             lv_obj_draw <cycle 1> [21]
[85]     0.4    0.03    0.24   10597         draw_scrollbar <cycle 1> [85]
                0.00    0.18     335/18118       lv_draw_rect [11]
                0.01    0.02     198/198         scrollbar_init_draw_dsc [198]
                0.03    0.00   21429/26295       lv_area_get_size [191]
                0.00    0.00     192/10859       lv_obj_draw_dsc_init [238]
                               10597             lv_obj_get_scrollbar_area <cycle 1> [67]
                                 670             lv_event_send <cycle 1> [108]
-----------------------------------------------
                                 150             lv_bar_event <cycle 1> [259]
[86]     0.4    0.01    0.25     150         draw_indic <cycle 1> [86]
                0.00    0.21     390/18118       lv_draw_rect [11]
                0.00    0.01    1181/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.01     131/10648       lv_obj_init_draw_rect_dsc [51]
                0.00    0.00     262/8178        lv_draw_mask_radius_init [144]
                0.00    0.00     150/150         lv_area_get_width [415]
                0.00    0.00     131/12722       lv_draw_rect_dsc_init [143]
                0.00    0.00     150/25783       lv_event_get_draw_ctx [139]
                0.00    0.00     262/8178        lv_draw_mask_free_param [262]
                0.00    0.00     262/34540       lv_draw_mask_add [165]
                0.00    0.00     262/34540       lv_draw_mask_remove_id [172]
                0.00    0.00     150/10859       lv_obj_draw_dsc_init [238]
                0.00    0.00     150/20003       lv_obj_get_coords [210]
                0.00    0.00     150/84843       lv_event_get_target [136]
                                 300             lv_event_send <cycle 1> [108]
-----------------------------------------------
                0.09    0.00   85398/252468      lv_txt_get_next_word [60]
                0.17    0.00  167070/252468      _lv_txt_encoded_letter_next_2 [88]
[87]     0.4    0.26    0.00  252468         lv_txt_utf8_next [87]
-----------------------------------------------
                0.02    0.03   14571/83535       lv_draw_label [37]
                0.07    0.14   68964/83535       lv_txt_get_width [58]
[88]     0.4    0.09    0.17   83535         _lv_txt_encoded_letter_next_2 [88]
                0.17    0.00  167070/252468      lv_txt_utf8_next [87]
-----------------------------------------------
                0.24    0.01  117914/117914      lv_draw_mask_apply [44]
[89]     0.4    0.24    0.01  117914         lv_draw_mask_radius [89]
                0.01    0.00    2396/2396        get_next_line [273]
-----------------------------------------------
                0.00    0.00      22/57116       lv_obj_set_state [229]
                0.00    0.00     150/57116       calc_rows [209]
                0.00    0.00     150/57116       calc_cols [245]
                0.00    0.00     446/57116       circ_calc_aa4 [204]
                0.02    0.00    4382/57116       lv_draw_sw_img_decoded [19]
                0.03    0.00    7916/57116       draw_bg [14]
                0.05    0.00   12414/57116       draw_letter_normal [41]
                0.13    0.01   31636/57116       lv_draw_sw_polygon [34]
[90]     0.4    0.23    0.01   57116         lv_mem_buf_get [90]
                0.01    0.00    1808/2933        lv_mem_realloc [239]
-----------------------------------------------
                0.24    0.00  253846/253846      event_send_core <cycle 1> [27]
[91]     0.4    0.24    0.00  253846         lv_obj_get_event_dsc [91]
-----------------------------------------------
                                1823             lv_slider_event <cycle 1> [213]
                                1825             lv_bar_event <cycle 1> [259]
                                2963             lv_imgbtn_event <cycle 1> [48]
                                5462             draw_img <cycle 1> [20]
                               18167             lv_label_event <cycle 1> [30]
                               23322             lv_img_event <cycle 1> [113]
                              107116             event_send_core <cycle 1> [27]
[92]     0.4    0.24    0.00  160678         lv_obj_event_base <cycle 1> [92]
                              107116             lv_obj_event <cycle 1> [65]
                               28784             lv_img_event <cycle 1> [113]
                               18167             lv_label_event <cycle 1> [30]
                                2963             lv_imgbtn_event <cycle 1> [48]
                                1825             lv_bar_event <cycle 1> [259]
                                1823             lv_slider_event <cycle 1> [213]
-----------------------------------------------
                0.00    0.01       6/250         lv_obj_del [206]
                0.00    0.23     244/250         lv_obj_refr_size [45]
[93]     0.4    0.00    0.24     250         lv_obj_readjust_scroll [93]
                0.01    0.11     250/67747       lv_obj_get_scroll_right <cycle 1> [63]
                0.01    0.11     249/67747       lv_obj_get_scroll_bottom <cycle 1> [69]
                0.00    0.00     250/9758        lv_obj_get_scroll_left [119]
                0.00    0.00     250/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00     250/256         lv_obj_get_scroll_snap_y [400]
                0.00    0.00     250/256         lv_obj_get_scroll_snap_x [399]
                0.00    0.00     249/11382       lv_obj_get_scroll_top [285]
-----------------------------------------------
                0.00    0.02       5/68          _lv_demo_music_main_create [98]
                0.00    0.02       7/68          create_ctrl_box [147]
                0.00    0.19      56/68          add_list_btn [64]
[94]     0.4    0.00    0.23      68         lv_obj_set_grid_cell [94]
                0.00    0.04      68/68          lv_obj_set_style_grid_cell_column_pos [174]
                0.00    0.04      68/68          lv_obj_set_style_grid_cell_row_pos [176]
                0.00    0.04      68/68          lv_obj_set_style_grid_cell_x_align [178]
                0.00    0.04      68/68          lv_obj_set_style_grid_cell_column_span [175]
                0.00    0.04      68/68          lv_obj_set_style_grid_cell_row_span [177]
                0.00    0.04      68/68          lv_obj_set_style_grid_cell_y_align [179]
                0.00    0.00      68/3161        lv_obj_mark_layout_as_dirty [195]
                0.00    0.00      68/282178      lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.00       1/5573        lv_obj_align_to [309]
                0.00    0.00      14/5573        flex_update [160]
                0.00    0.00      75/5573        calc_cols [245]
                0.00    0.00      75/5573        calc [156]
                0.00    0.01     317/5573        lv_obj_refr_pos [96]
                0.00    0.03     677/5573        lv_obj_refr_size [45]
                0.02    0.17    4414/5573        lv_label_event <cycle 1> [30]
[95]     0.4    0.02    0.21    5573         lv_obj_get_content_width [95]
                0.03    0.18   16719/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00    5573/24918       lv_obj_get_width [223]
-----------------------------------------------
                0.01    0.22     726/726         layout_update_core [43]
[96]     0.4    0.01    0.22     726         lv_obj_refr_pos [96]
                0.01    0.16     325/325         lv_obj_move_to [111]
                0.00    0.02    1617/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.01     317/5573        lv_obj_get_content_width [95]
                0.00    0.01     317/1243        lv_obj_get_content_height [163]
                0.00    0.01     726/1594        lv_obj_is_layout_positioned [215]
                0.00    0.00     317/20414       lv_obj_get_height [236]
                0.00    0.00     317/24918       lv_obj_get_width [223]
                0.00    0.00     325/282178      lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.00       1/282178      _lv_demo_music_main_create [98]
                0.00    0.00       1/282178      lv_obj_move_to_index [492]
                0.00    0.00       2/282178      lv_obj_align_to [309]
                0.00    0.00       6/282178      scroll_area_into_view [330]
                0.00    0.00       6/282178      lv_obj_del [206]
                0.00    0.00       6/282178      item_repos [142]
                0.00    0.00      14/282178      lv_obj_add_flag [354]
                0.00    0.00      57/282178      lv_obj_get_index [418]
                0.00    0.00      68/282178      lv_obj_set_grid_cell [94]
                0.00    0.00     130/282178      lv_obj_class_init_obj [79]
                0.00    0.00     212/282178      theme_apply [146]
                0.00    0.00     253/282178      lv_obj_refresh_style [61]
                0.00    0.00     325/282178      lv_obj_refr_pos [96]
                0.00    0.00     769/282178      lv_obj_refr_size [45]
                0.00    0.00    1512/282178      lv_obj_is_layout_positioned [215]
                0.00    0.00    3174/282178      lv_refr_obj_and_children [9]
                0.00    0.00    5718/282178      lv_obj_invalidate [101]
                0.01    0.00   13020/282178      lv_obj_area_is_visible [120]
                0.04    0.00   50743/282178      lv_obj_get_screen [153]
                0.17    0.00  206161/282178      lv_obj_get_style_prop <cycle 2> [29]
[97]     0.4    0.23    0.00  282178         lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.22       1/1           lv_demo_music [57]
[98]     0.4    0.00    0.22       1         _lv_demo_music_main_create [98]
                0.00    0.06       1/1           create_ctrl_box [147]
                0.00    0.02       1/1           create_cont [214]
                0.00    0.02       1/1           create_title_box [226]
                0.00    0.02       1/1           create_wave_images [230]
                0.00    0.02       1/1           create_icon_box [234]
                0.00    0.02       1/1           create_handle [243]
                0.00    0.02       5/68          lv_obj_set_grid_cell [94]
                0.00    0.01       1/1           create_spectrum_obj [277]
                0.01    0.00       6/12          lv_obj_fade_in [237]
                0.00    0.01      22/95          lv_anim_start [181]
                0.00    0.00       2/2           lv_obj_align_to [309]
                0.00    0.00       1/52          lv_label_create [121]
                0.00    0.00       1/47          lv_img_create [124]
                0.00    0.00       1/2           lv_obj_set_grid_dsc_array [326]
                0.00    0.00       1/2794        lv_obj_update_layout [42]
                0.00    0.00       1/1           lv_obj_set_style_grid_row_align [425]
                0.00    0.00       1/3           lv_obj_set_style_text_align [376]
                0.00    0.00       1/9           lv_obj_set_style_text_font [302]
                0.00    0.00       1/1           lv_obj_set_style_text_line_space [428]
                0.00    0.00       1/124         lv_label_set_text [154]
                0.00    0.00       1/6           lv_obj_fade_out [353]
                0.00    0.00       1/58          lv_img_set_src [270]
                0.00    0.00       2/5           lv_timer_create [467]
                0.00    0.00      22/19605       lv_disp_get_default [211]
                0.00    0.00      20/30065       lv_disp_get_hor_res [184]
                0.00    0.00       1/1           lv_obj_move_to_index [492]
                0.00    0.00       2/7029        lv_disp_get_scr_act [284]
                0.00    0.00       1/50120       lv_obj_get_child_cnt [155]
                0.00    0.00       1/282178      lv_obj_get_parent [97]
                0.00    0.00       1/8           lv_timer_pause [537]
                0.00    0.00       1/1           lv_timer_set_repeat_count [557]
                0.00    0.00       1/64          lv_anim_init [533]
-----------------------------------------------
                0.00    0.22      75/75          layout_update_core [43]
[99]     0.4    0.00    0.22      75         grid_update [99]
                0.01    0.06     449/449         item_repos [142]
                0.00    0.06      75/75          calc [156]
                0.00    0.05      29/769         lv_obj_refr_size [45]
                0.00    0.03      75/67747       lv_event_send <cycle 1> [108]
                0.00    0.01     525/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00      75/75          calc_free [444]
                0.00    0.00      75/10513       lv_obj_get_scroll_x [250]
                0.00    0.00      75/10665       lv_obj_get_scroll_y [260]
-----------------------------------------------
                0.13    0.08   89937/89937       event_send_core <cycle 1> [27]
[100]    0.4    0.13    0.08   89937         event_is_bubbled [100]
                0.08    0.00   89681/169417      lv_obj_has_flag [114]
-----------------------------------------------
                0.00    0.00       1/5718        _lv_demo_music_pause [346]
                0.00    0.00       1/5718        lv_disp_load_scr [339]
                0.00    0.00       1/5718        lv_disp_drv_register [222]
                0.00    0.00       2/5718        lv_obj_set_scrollbar_mode [464]
                0.00    0.00       2/5718        refr_img [384]
                0.00    0.00       2/5718        lv_bar_set_value_with_anim [255]
                0.00    0.00       3/5718        lv_bar_set_range [390]
                0.00    0.00       6/5718        lv_obj_del [206]
                0.00    0.00       6/5718        lv_img_set_antialias [451]
                0.00    0.00      11/5718        scroll_by_raw [299]
                0.00    0.00      22/5718        lv_obj_set_state [229]
                0.00    0.00      33/5718        lv_bar_anim_ready [386]
                0.00    0.00      76/5718        lv_bar_anim [320]
                0.00    0.00     100/5718        children_repos [269]
                0.00    0.00     116/5718        lv_img_set_src [270]
                0.00    0.00     124/5718        lv_label_set_text [154]
                0.00    0.00     126/5718        lv_obj_class_init_obj [79]
                0.00    0.01     187/5718        lv_label_set_text_fmt [127]
                0.00    0.01     214/5718        item_repos [142]
                0.00    0.01     248/5718        lv_obj_move_to [111]
                0.00    0.01     261/5718        spectrum_anim_cb [84]
                0.00    0.01     268/5718        start_anim_cb [267]
                0.00    0.02     488/5718        lv_obj_refr_size [45]
                0.00    0.02     534/5718        lv_obj_refresh_ext_draw_size <cycle 1> [208]
                0.00    0.03     830/5718        lv_label_refr_text [75]
                0.00    0.07    2056/5718        lv_obj_refresh_style [61]
[101]    0.3    0.01    0.20    5718         lv_obj_invalidate [101]
                0.01    0.17    5718/6304        lv_obj_invalidate_area [102]
                0.01    0.00    5718/29478       _lv_obj_get_ext_draw_size [182]
                0.01    0.00    5688/169417      lv_obj_has_flag [114]
                0.00    0.00    5718/282178      lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.00       6/6304        lv_obj_clear_flag [297]
                0.00    0.00      28/6304        lv_obj_scrollbar_invalidate [106]
                0.00    0.02     552/6304        lv_img_set_zoom [78]
                0.01    0.17    5718/6304        lv_obj_invalidate [101]
[102]    0.3    0.01    0.19    6304         lv_obj_invalidate_area [102]
                0.02    0.12    6304/6304        lv_obj_area_is_visible [120]
                0.02    0.03    2509/2509        _lv_inv_area [166]
                0.00    0.00    2509/12109       lv_obj_get_disp [185]
-----------------------------------------------
                0.00    0.00    1823/194280      lv_slider_event <cycle 1> [213]
                0.00    0.00    1825/194280      lv_bar_event <cycle 1> [259]
                0.00    0.00    2963/194280      lv_imgbtn_event <cycle 1> [48]
                0.01    0.00    5193/194280      spectrum_draw_event_cb [31]
                0.01    0.00    5602/194280      draw_img <cycle 1> [20]
                0.02    0.00   18167/194280      lv_label_event <cycle 1> [30]
                0.02    0.00   22807/194280      lv_obj_draw <cycle 1> [21]
                0.03    0.00   28784/194280      lv_img_event <cycle 1> [113]
                0.11    0.00  107116/194280      lv_obj_event <cycle 1> [65]
[103]    0.3    0.20    0.00  194280         lv_event_get_code [103]
-----------------------------------------------
                0.00    0.01     124/2840        lv_obj_move_to [111]
                0.00    0.02     244/2840        lv_obj_refr_size [45]
                0.00    0.05     830/2840        lv_label_refr_text [75]
                0.01    0.11    1642/2840        draw_main [36]
[104]    0.3    0.01    0.18    2840         lv_obj_get_content_coords [104]
                0.02    0.15   14200/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.01    0.00    2840/19485       lv_area_increase [171]
                0.00    0.00    2840/20003       lv_obj_get_coords [210]
-----------------------------------------------
                0.19    0.00  129017/129017      lv_font_get_glyph_dsc_fmt_txt [56]
[105]    0.3    0.19    0.00  129017         get_kern_value [105]
-----------------------------------------------
                0.00    0.01      12/402         lv_obj_del [206]
                0.00    0.07     146/402         lv_obj_move_to [111]
                0.00    0.11     244/402         lv_obj_refr_size [45]
[106]    0.3    0.00    0.19     402         lv_obj_scrollbar_invalidate [106]
                0.01    0.17     402/67747       lv_obj_get_scrollbar_area <cycle 1> [67]
                0.00    0.00     860/26295       lv_area_get_size [191]
                0.00    0.00      28/6304        lv_obj_invalidate_area [102]
-----------------------------------------------
                0.00    0.00     968/121054      _lv_img_buf_transform_init [289]
                0.07    0.00   49520/121054      get_sin [126]
                0.10    0.00   70566/121054      get_cos [109]
[107]    0.3    0.17    0.00  121054         lv_trigo_sin [107]
-----------------------------------------------
                                 300             draw_indic <cycle 1> [86]
                                 300             draw_knob <cycle 1> [125]
                                 670             draw_scrollbar <cycle 1> [85]
                                 824             lv_obj_refresh_ext_draw_size <cycle 1> [208]
                                9414             lv_obj_get_self_width <cycle 1> [278]
                                9547             lv_obj_get_self_height <cycle 1> [197]
                               20734             lv_obj_draw <cycle 1> [21]
                0.00    0.00       4/67747       lv_disp_load_scr [339]
                0.00    0.00       4/67747       scroll_anim_ready_cb [367]
                0.00    0.00       4/67747       lv_obj_scroll_by [313]
                0.00    0.00       6/67747       obj_del_core [283]
                0.00    0.00      11/67747       scroll_by_raw [299]
                0.00    0.01      12/67747       lv_obj_del [206]
                0.00    0.01      12/67747       item_repos [142]
                0.00    0.01      16/67747       flex_update [160]
                0.00    0.03      75/67747       grid_update [99]
                0.00    0.05     124/67747       lv_obj_move_to [111]
                0.01    0.11     252/67747       lv_obj_class_init_obj [79]
                0.01    0.21     488/67747       lv_obj_refr_size [45]
                0.02    0.39     896/67747       lv_obj_refresh_style [61]
                0.07    1.14    2627/67747       lv_refr_get_top_obj [46]
                0.08    1.32    3042/67747       lv_refr_obj_and_children [9]
                1.48   24.93   57498/67747       lv_refr_obj [10]
[108]    0.3    0.17    0.00  106860         lv_event_send <cycle 1> [108]
                              106860             event_send_core <cycle 1> [27]
-----------------------------------------------
                0.07    0.10   70566/70566       spectrum_draw_event_cb [31]
[109]    0.3    0.07    0.10   70566         get_cos [109]
                0.10    0.00   70566/121054      lv_trigo_sin [107]
-----------------------------------------------
                0.02    0.15    7916/7916        draw_bg [14]
[110]    0.3    0.02    0.15    7916         lv_gradient_get [110]
                0.15    0.00   74880/74880       lv_gradient_calculate [116]
                0.00    0.00     130/130         allocate_item [314]
                0.00    0.00       1/1           lv_gradient_set_cache_size [391]
                0.00    0.00     130/130         iterate_cache [416]
                0.00    0.00     130/260         compute_key [527]
-----------------------------------------------
                0.01    0.16     325/325         lv_obj_refr_pos [96]
[111]    0.3    0.01    0.16     325         lv_obj_move_to [111]
                0.00    0.07     146/402         lv_obj_scrollbar_invalidate [106]
                0.00    0.05     124/67747       lv_event_send <cycle 1> [108]
                0.00    0.01     951/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.01     248/5718        lv_obj_invalidate [101]
                0.00    0.01     124/2840        lv_obj_get_content_coords [104]
                0.00    0.00     124/286         lv_obj_move_children_by [318]
                0.00    0.00     248/23550       _lv_area_is_in [129]
                0.00    0.00     317/10513       lv_obj_get_scroll_x [250]
                0.00    0.00     317/10665       lv_obj_get_scroll_y [260]
                0.00    0.00     317/169417      lv_obj_has_flag [114]
                0.00    0.00     124/20003       lv_obj_get_coords [210]
-----------------------------------------------
                0.00    0.01     295/3026        draw_main [49]
                0.01    0.13    2731/3026        draw_img <cycle 1> [20]
[112]    0.3    0.02    0.15    3026         lv_obj_init_draw_img_dsc [112]
                0.02    0.13   11918/406245      lv_obj_get_style_prop <cycle 2> [29]
-----------------------------------------------
                               28784             lv_obj_event_base <cycle 1> [92]
[113]    0.3    0.08    0.08   28784         lv_img_event <cycle 1> [113]
                0.03    0.00   28784/194280      lv_event_get_code [103]
                0.03    0.00   28784/84843       lv_event_get_target [136]
                0.00    0.01    1192/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.01    0.00    6456/41130       lv_event_get_param [162]
                0.00    0.00     268/9267        _lv_img_buf_get_transformed_area [193]
                0.00    0.00     268/20414       lv_obj_get_height [236]
                0.00    0.00     268/24918       lv_obj_get_width [223]
                               23322             lv_obj_event_base <cycle 1> [92]
                                5602             draw_img <cycle 1> [20]
                                 273             lv_obj_refresh_ext_draw_size <cycle 1> [208]
-----------------------------------------------
                0.00    0.00       6/169417      scroll_area_into_view [330]
                0.00    0.00      70/169417      find_track_end [352]
                0.00    0.00     181/169417      lv_obj_move_children_by [318]
                0.00    0.00     317/169417      lv_obj_move_to [111]
                0.00    0.00    2627/169417      lv_refr_get_top_obj [46]
                0.01    0.00    5688/169417      lv_obj_invalidate [101]
                0.01    0.00   11002/169417      lv_obj_get_scrollbar_area <cycle 1> [67]
                0.02    0.00   26228/169417      lv_refr_obj [10]
                0.03    0.00   33617/169417      lv_obj_area_is_visible [120]
                0.08    0.00   89681/169417      event_is_bubbled [100]
[114]    0.3    0.16    0.00  169417         lv_obj_has_flag [114]
-----------------------------------------------
                0.01    0.15    1642/1642        draw_main [36]
[115]    0.3    0.01    0.15    1642         lv_obj_init_draw_label_dsc [115]
                0.02    0.13   12195/406245      lv_obj_get_style_prop <cycle 2> [29]
-----------------------------------------------
                0.15    0.00   74880/74880       lv_gradient_get [110]
[116]    0.2    0.15    0.00   74880         lv_gradient_calculate [116]
-----------------------------------------------
                0.00    0.00    1625/156667      draw_main [36]
                0.14    0.00  155042/156667      lv_draw_sw_blend_basic [15]
[117]    0.2    0.15    0.00  156667         lv_area_move [117]
-----------------------------------------------
                0.04    0.11    4512/4512        decode_and_draw [17]
[118]    0.2    0.04    0.11    4512         _lv_img_cache_open [118]
                0.04    0.06    4512/4512        lv_img_decoder_open [131]
                0.00    0.00    4512/20784       lv_tick_elaps [187]
                0.00    0.00    4512/30048       lv_tick_get [202]
-----------------------------------------------
                0.00    0.00       2/9758        lv_obj_align_to [309]
                0.00    0.00     126/9758        lv_obj_constructor [303]
                0.00    0.00     250/9758        lv_obj_readjust_scroll [93]
                0.00    0.01     761/9758        lv_obj_refr_size [45]
                0.02    0.11    8619/9758        lv_obj_get_scrollbar_area <cycle 1> [67]
[119]    0.2    0.03    0.12    9758         lv_obj_get_scroll_left [119]
                0.02    0.10    9758/406245      lv_obj_get_style_prop <cycle 2> [29]
-----------------------------------------------
                0.02    0.12    6304/6304        lv_obj_invalidate_area [102]
[120]    0.2    0.02    0.12    6304         lv_obj_area_is_visible [120]
                0.03    0.00   33617/169417      lv_obj_has_flag [114]
                0.01    0.02    6304/14876       lv_obj_get_screen [153]
                0.01    0.01    6304/12109       lv_obj_get_disp [185]
                0.02    0.00   16802/400660      _lv_area_intersect [72]
                0.01    0.00   13020/282178      lv_obj_get_parent [97]
                0.01    0.00    6291/29478       _lv_obj_get_ext_draw_size [182]
                0.01    0.00    6304/7029        lv_disp_get_scr_act [284]
                0.00    0.00     671/1392        lv_disp_get_layer_top [296]
                0.00    0.00     671/671         lv_disp_get_scr_prev [398]
                0.00    0.00     572/1293        lv_disp_get_layer_sys [360]
-----------------------------------------------
                0.00    0.00       1/52          create_ctrl_box [147]
                0.00    0.00       1/52          create_handle [243]
                0.00    0.00       1/52          _lv_demo_music_main_create [98]
                0.00    0.00       1/52          _lv_disp_refr_timer [4]
                0.00    0.01       3/52          auto_step_cb [130]
                0.00    0.01       3/52          create_title_box [226]
                0.00    0.11      42/52          add_list_btn [64]
[121]    0.2    0.00    0.14      52         lv_label_create [121]
                0.00    0.14      52/130         lv_obj_class_init_obj [79]
                0.00    0.00      52/130         lv_obj_class_create_obj [338]
-----------------------------------------------
                0.02    0.00    4151/25971       lv_draw_sw_img_decoded [19]
                0.05    0.00    9406/25971       draw_bg [14]
                0.06    0.00   12414/25971       draw_letter_normal [41]
[122]    0.2    0.13    0.00   25971         lv_draw_mask_is_any [122]
                0.00    0.00    1076/23550       _lv_area_is_in [129]
-----------------------------------------------
                0.00    0.00     720/156828      draw_buf_flush [22]
                0.13    0.00  156108/156828      lv_draw_sw_blend [13]
[123]    0.2    0.13    0.00  156828         lv_draw_sw_wait_for_finish [123]
-----------------------------------------------
                0.00    0.00       1/47          _lv_demo_music_main_create [98]
                0.00    0.01       4/47          create_wave_images [230]
                0.00    0.01       4/47          create_icon_box [234]
                0.00    0.01       4/47          create_ctrl_box [147]
                0.00    0.02       6/47          album_img_create [199]
                0.00    0.07      28/47          add_list_btn [64]
[124]    0.2    0.00    0.13      47         lv_img_create [124]
                0.00    0.12      47/130         lv_obj_class_init_obj [79]
                0.00    0.00      47/130         lv_obj_class_create_obj [338]
-----------------------------------------------
                                 150             lv_slider_event <cycle 1> [213]
[125]    0.2    0.01    0.11     150         draw_knob <cycle 1> [125]
                0.00    0.08     150/18118       lv_draw_rect [11]
                0.00    0.02     150/10648       lv_obj_init_draw_rect_dsc [51]
                0.00    0.01     150/150         position_knob [256]
                0.00    0.00     150/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00     150/12722       lv_draw_rect_dsc_init [143]
